Token	Corpus	Text	Line_Number	Genre	Type	Whole_Genitive	Possessor	Possessor_Head	Possessor_NP_Type	Final_Sibilant	Possessor_Animacy5	Possessor_Animacy3	Possessor_Animacy2	Possessor_Givenness	Possessum	Possessum_Head	Possessum_Animacy2	Semantic_Relation	Prototypical_Semantics	Preceding_s_genitive	Possessor_Thematicity	Possessor_Length	Possessum_Length	Type_Token_Ratio	Time
fG72.082.06318	Frown	G72	2	Non-fiction	of	the leaders of the most powerful institutions of the Soviet Union	the most powerful institutions of the Soviet Union	institutions	common	N	collective	collective	inanimate	new	the leaders	leaders	animate	OTH	N	N	-2.698970004	8	2	78	1990
fG72.082.06318	Frown	G72	2	Non-fiction	of	The ranks of the eight-man junta	the eight-man junta	junta	common	N	collective	collective	inanimate	new	the ranks	ranks	inanimate	OTH	N	N	-2.522878745	3	2	78	1990
fG72.082.06318	Frown	G72	2	Non-fiction	of	the most powerful institutions of the Soviet Union	the Soviet Union	Union	proper	N	collective	collective	inanimate	given	the most powerful institutions	institutions	inanimate	OTH	N	N	-2.397940009	3	4	78	1990
fG72.082.06328	Frown	G72	2	Non-fiction	s	the Russian parliament's communications	the Russian parliament	parliament	common	N	collective	collective	inanimate	new	communications	communications	inanimate	OTH	N	N	-2.698970004	3	1	75	1990
fG72.092.06300	Frown	G72	2	Non-fiction	s	Mikhail Gorbachev's special adviser	Mikhail Gorbachev	Gorbachev	proper	N	animate	animate	animate	new	special advisor	adviser	animate	OTH	N	N	-2.346787486	2	2	75	1990
fG72.092.06327	Frown	G72	2	Non-fiction	of	the focal point of resistance	resistance	resistance	common	Y	inanimate	inanimate	inanimate	new	the focal point	point	inanimate	OTH	N	N	-3.301029996	1	3	74	1990
fG72.092.06344	Frown	G72	2	Non-fiction	s	Stalin's day	Stalin	Stalin	proper	N	animate	animate	animate	new	day	day	inanimate	OTH	N	Y	-2.602059991	1	1	77	1990
fG72.092.06392	Frown	G72	2	Non-fiction	s	Gorbachev's purpose	Gorbachev	Gorbachev	proper	N	animate	animate	animate	new	purpose	purpose	inanimate	OTH	N	N	-2.346787486	1	1	73	1990
fG72.102.06310	Frown	G72	2	Non-fiction	of	leader of the party	the party	party	common	N	collective	collective	inanimate	new	leader	leader	animate	OTH	N	Y	-2.259637311	2	1	75	1990
fG72.102.06326	Frown	G72	2	Non-fiction	of	the streets of Moscow	Moscow	Moscow	proper	N	place	inanimate	inanimate	new	the streets	streets	inanimate	PART	Y	Y	-2.397940009	1	2	73	1990
fG72.112.06357	Frown	G72	2	Non-fiction	of	the stalwart defender of socialism	socialism	socialism	common	N	inanimate	inanimate	inanimate	new	the stalwart defender	defender	animate	OTH	N	Y	-3	1	3	73	1990
fG73.002.06401	Frown	G73	2	Non-fiction	s	Olson's line	Olson	Olson	proper	N	animate	animate	animate	new	line	line	inanimate	OTH	N	N	-2.522878745	1	1	69	1990
fG73.002.06401	Frown	G73	2	Non-fiction	of	the voice of the poet	the poet	poet	common	N	animate	animate	animate	given	the voice	voice	inanimate	OTH	N	Y	-2.602059991	2	2	69	1990
fG73.002.06405	Frown	G73	2	Non-fiction	of	the great readers of Melville	Melville	Melville	proper	N	animate	animate	animate	new	the great readers	readers	animate	OTH	N	N	-1.732828272	1	3	65	1990
fG73.002.06425	Frown	G73	2	Non-fiction	s	Melville's death	Melville	Melville	proper	N	animate	animate	animate	new	death	death	inanimate	OTH	N	Y	-1.732828272	1	1	78	1990
fG73.002.06432	Frown	G73	2	Non-fiction	of	the value of literature	literature	literature	common	N	inanimate	inanimate	inanimate	new	the value	value	inanimate	OTH	N	Y	-3.301029996	1	2	76	1990
fG73.002.06436	Frown	G73	2	Non-fiction	s	Toft's explanation	Toft	Toft	proper	N	animate	animate	animate	new	explanation	explanation	inanimate	OTH	N	Y	-2.301029996	1	1	75	1990
fG73.002.06441	Frown	G73	2	Non-fiction	s	Melville's theft	Melville	Melville	proper	N	animate	animate	animate	given	theft	theft	inanimate	OTH	N	Y	-1.732828272	1	1	68	1990
fG73.002.06441	Frown	G73	2	Non-fiction	of	the character of Melville's theft	Melville's theft	theft	common	N	inanimate	inanimate	inanimate	new	the character	character	inanimate	OTH	N	Y	-2.301029996	2	2	68	1990
fG73.002.06464	Frown	G73	2	Non-fiction	of	the description of the fall of the sailor White Jacket	the fall of the sailor White Jacket	fall	common	N	inanimate	inanimate	inanimate	new	the description	description	inanimate	OTH	N	N	-2.455931956	7	2	69	1990
fG73.002.06464	Frown	G73	2	Non-fiction	of	the fall of the sailor White Jacket	the sailor White Jacket	Jacket	proper	N	animate	animate	animate	new	the fall	fall	inanimate	OTH	N	N	-2.397940009	4	2	69	1990
fG73.002.06464	Frown	G73	2	Non-fiction	of	the topmost spar of the mast	the mast	mast	common	N	inanimate	inanimate	inanimate	new	the topmost spar	spar	inanimate	PART	Y	N	-3	2	3	69	1990
fG73.002.06470	Frown	G73	2	Non-fiction	of	the heavy skirts of my jacket	my jacket	jacket	common	N	inanimate	inanimate	inanimate	new	the heavy skirts	skirts	inanimate	PART	Y	N	-2.522878745	2	3	71	1990
fG73.002.06470	Frown	G73	2	Non-fiction	of	the sudden swells of the calm sea	the calm sea	sea	common	N	inanimate	inanimate	inanimate	new	the sudden swells	swells	inanimate	OTH	N	N	-3.301029996	3	3	71	1990
fG73.002.06470	Frown	G73	2	Non-fiction	of	the end of weather-top-gallant-yard-arm	weather-top-gallant-yard-arm	weather	common	N	inanimate	inanimate	inanimate	new	the end	end	inanimate	PART	Y	Y	-3.301029996	1	2	71	1990
fG73.003.06397	Frown	G73	2	Non-fiction	s	Schlegel's sense of the poetic voice	Schlegel	Schlegel	proper	N	animate	animate	animate	new	sense of the poetic voice	sense	inanimate	OTH	N	N	-3	1	5	69	1990
fG73.012.06407	Frown	G73	2	Non-fiction	s	Melville's works	Melville	Melville	proper	N	animate	animate	animate	new	works	works	inanimate	OTH	N	N	-1.732828272	1	1	70	1990
fG73.012.06407	Frown	G73	2	Non-fiction	s	Olson's sense	Olson	Olson	proper	N	animate	animate	animate	given	sense	sense	inanimate	OTH	N	Y	-2.522878745	1	1	70	1990
fG73.012.06409	Frown	G73	2	Non-fiction	s	one's skin	one	one	common	N	animate	animate	animate	given	skin	skin	inanimate	BOD	Y	Y	-2.15490196	1	1	75	1990
fG73.012.06410	Frown	G73	2	Non-fiction	of	The narrator-protagonist of this novel	this novel	novel	common	N	inanimate	inanimate	inanimate	new	The narrator-protagonist	narrator	animate	OTH	N	Y	-2.823908741	2	2	78	1990
fG73.012.06442	Frown	G73	2	Non-fiction	of	strategic placement of his borrowed passages	his borrowed passages	passages	common	Y	inanimate	inanimate	inanimate	new	strategic placement	placement	inanimate	OTH	N	N	-2.522878745	3	2	70	1990
fG73.032.06408	Frown	G73	2	Non-fiction	s	one's skin	one	one	common	N	animate	animate	animate	given	skin	skin	inanimate	BOD	Y	Y	-2.15490196	1	1	75	1990
fG73.032.06426	Frown	G73	2	Non-fiction	s	Melville's attitude	Melville	Melville	proper	N	animate	animate	animate	new	attitude	attitude	inanimate	OTH	N	Y	-1.732828272	1	1	81	1990
fG73.032.06426	Frown	G73	2	Non-fiction	s	Toft's apparently insistent questioning	Toft	Toft	proper	N	animate	animate	animate	new	apparently insistent questioning	questioning	inanimate	OTH	N	Y	-2.301029996	1	3	81	1990
fG73.032.06466	Frown	G73	2	Non-fiction	s	White Jacket's plummet	White Jacket	Jacket	proper	N	inanimate	inanimate	inanimate	given	plummet	plummet	inanimate	OTH	N	N	-2.397940009	2	1	70	1990
fG73.033.06448	Frown	G73	2	Non-fiction	s	Ames' text	Ames	Ames	proper	Y	animate	animate	animate	new	text	text	inanimate	OTH	N	Y	-2.397940009	1	1	75	1990
fG73.033.06448	Frown	G73	2	Non-fiction	s	Melville's relation	Melville	Melville	proper	Y	animate	animate	animate	given	relation	relation	inanimate	OTH	N	Y	-1.732828272	1	1	75	1990
fG73.033.06448	Frown	G73	2	Non-fiction	s	Vincent's own painstaking labor	Vincent	Vincent	proper	Y	animate	animate	animate	given	own painstaking labor	labor	inanimate	OTH	N	Y	-2.096910013	1	3	75	1990
fG73.042.06452	Frown	G73	2	Non-fiction	s	Melville's text	Melville	Melville	proper	N	animate	animate	animate	given	text	text	inanimate	OTH	N	Y	-1.732828272	1	1	72	1990
fG73.042.06452	Frown	G73	2	Non-fiction	of	the level of the signifier	the signifier	signifier	common	N	inanimate	inanimate	inanimate	new	the level	level	inanimate	OTH	N	Y	-2.259637311	2	2	72	1990
fG73.043.06446	Frown	G73	2	Non-fiction	s	Vincent's efforts	Vincent	Vincent	proper	N	animate	animate	animate	given	efforts	efforts	inanimate	OTH	N	Y	-2.096910013	1	1	67	1990
fG73.044.06438	Frown	G73	2	Non-fiction	s	Melville's irritation	Melville	Melville	proper	N	animate	animate	animate	given	irritation	irritation	inanimate	OTH	N	Y	-1.732828272	1	1	76	1990
fG73.044.06438	Frown	G73	2	Non-fiction	s	Toft's inquiries	Toft	Toft	proper	N	animate	animate	animate	new	inquiries	inquiries	inanimate	OTH	N	Y	-2.301029996	1	1	76	1990
fG73.044.06438	Frown	G73	2	Non-fiction	s	Toft's story	Toft	Toft	proper	N	animate	animate	animate	new	story	story	inanimate	OTH	N	Y	-2.301029996	1	1	76	1990
fG73.052.06449	Frown	G73	2	Non-fiction	s	Ames' text	Ames	Ames	proper	Y	animate	animate	animate	new	text	text	inanimate	OTH	N	Y	-2.397940009	1	1	76	1990
fG73.062.06411	Frown	G73	2	Non-fiction	of	the end of the novel	the novel	novel	common	N	inanimate	inanimate	inanimate	new	the end	end	inanimate	PART	Y	N	-2.823908741	2	2	75	1990
fG73.062.06459	Frown	G73	2	Non-fiction	of	mere surface differences of the signifier	the signifier	signifier	common	N	inanimate	inanimate	inanimate	new	mere surface differences	differences	inanimate	OTH	N	N	-2.259637311	2	3	70	1990
fG73.062.06462	Frown	G73	2	Non-fiction	s	Ames' work	Ames	Ames	proper	Y	animate	animate	animate	new	work	work	inanimate	OTH	N	Y	-2.397940009	1	1	69	1990
fG73.062.06462	Frown	G73	2	Non-fiction	of	the very possibility of identity	identity	identity	common	N	inanimate	inanimate	inanimate	new	the very possibility	possibility	inanimate	OTH	N	Y	-2.301029996	1	3	69	1990
fG73.062.06462	Frown	G73	2	Non-fiction	of	the heart of the matter	the matter	matter	common	N	inanimate	inanimate	inanimate	new	the heart	heart	inanimate	PART	Y	N	-3.301029996	2	2	69	1990
fG73.082.06423	Frown	G73	2	Non-fiction	s	Melville's sense	Melville	Melville	proper	N	animate	animate	animate	given	sense	sense	inanimate	OTH	N	N	-1.732828272	1	1	75	1990
fG73.082.06423	Frown	G73	2	Non-fiction	s	Melville's struggle	Melville	Melville	proper	N	animate	animate	animate	given	struggle	struggle	inanimate	OTH	N	Y	-1.732828272	1	1	75	1990
fG73.082.06434	Frown	G73	2	Non-fiction	s	Melville's irritation	Melville	Melville	proper	N	animate	animate	animate	given	irritation	irritation	inanimate	OTH	N	N	-1.732828272	1	1	74	1990
fG73.082.06434	Frown	G73	2	Non-fiction	s	Melville's struggle	Melville	Melville	proper	N	animate	animate	animate	given	struggle	struggle	inanimate	OTH	N	Y	-1.732828272	1	1	74	1990
fG73.082.06434	Frown	G73	2	Non-fiction	s	Toft's questions	Toft	Toft	proper	N	animate	animate	animate	given	questions	questions	inanimate	OTH	N	Y	-2.301029996	1	1	74	1990
fG73.082.06445	Frown	G73	2	Non-fiction	s	Melville's abilities	Melville	Melville	proper	N	animate	animate	animate	new	abilities	abilities	inanimate	OTH	N	N	-1.732828272	1	1	66	1990
fG73.082.06445	Frown	G73	2	Non-fiction	s	Vincent's attempt	Vincent	Vincent	proper	N	animate	animate	animate	given	attempt	attempt	inanimate	OTH	N	Y	-2.096910013	1	1	66	1990
fG73.092.06439	Frown	G73	2	Non-fiction	s	someone else's text	someone else	someone	common	Y	animate	animate	animate	new	text	text	inanimate	OTH	N	Y	-3.301029996	2	1	75	1990
fG73.092.06447	Frown	G73	2	Non-fiction	s	Ames' text	Ames	Ames	proper	Y	animate	animate	animate	new	text	text	inanimate	OTH	N	Y	-2.397940009	1	1	72	1990
fG73.092.06460	Frown	G73	2	Non-fiction	of	the belief in and protection of private property	private property	property	common	N	inanimate	inanimate	inanimate	new	the belief in and protection	protection	inanimate	OTH	N	N	-3.301029996	2	5	70	1990
fG73.102.06453	Frown	G73	2	Non-fiction	s	Melville's mode of writing	Melville	Melville	proper	N	animate	animate	animate	given	mode of writing	mode	inanimate	OTH	N	N	-1.732828272	1	3	72	1990
fG73.102.06453	Frown	G73	2	Non-fiction	of	the level of the signifier	the signifier	signifier	common	N	inanimate	inanimate	inanimate	new	the level	level	inanimate	OTH	N	Y	-2.259637311	2	2	72	1990
fG73.102.06458	Frown	G73	2	Non-fiction	of	the level of content	content	content	common	N	inanimate	inanimate	inanimate	new	the level	level	inanimate	OTH	N	N	-3.301029996	1	2	70	1990
fG73.102.06458	Frown	G73	2	Non-fiction	of	the only slightly differing surface signifiers of each text	each text	text	common	N	inanimate	inanimate	inanimate	new	the only slightly differing surface signifiers	signifiers	inanimate	OTH	N	N	-2.301029996	2	6	70	1990
fG73.102.06461	Frown	G73	2	Non-fiction	s	Toft's curious questions	Toft	Toft	proper	N	animate	animate	animate	new	curious questions	questions	inanimate	OTH	N	N	-2.301029996	1	2	72	1990
fG73.102.06461	Frown	G73	2	Non-fiction	s	Vincent's exposures	Vincent	Vincent	proper	N	animate	animate	animate	given	exposures	exposures	inanimate	OTH	N	Y	-2.096910013	1	1	72	1990
fG73.122.06433	Frown	G73	2	Non-fiction	of	the true identity of a character like White Jacket	a character like White Jacket	character	common	N	inanimate	inanimate	inanimate	new	the true identity	identity	inanimate	OTH	N	N	-3	5	3	78	1990
fG74.002.06489	Frown	G74	2	Non-fiction	of	the bleak northern suburbs of Lansing	Lansing	Lansing	proper	N	place	inanimate	inanimate	new	the bleak northern suburbs	suburbs	inanimate	PART	Y	N	-3.301029996	1	4	75	1990
fG74.002.06489	Frown	G74	2	Non-fiction	of	the childhood experience of Malcolm Little	Malcolm Little	Little	proper	N	animate	animate	animate	new	the childhood experience	experience	inanimate	OTH	N	N	-2.698970004	2	3	75	1990
fG74.002.06494	Frown	G74	2	Non-fiction	s	her mother Sarah's bed	her mother Sarah	Sarah	common	N	animate	animate	animate	new	bed	bed	inanimate	OWN	Y	N	-3	3	1	75	1990
fG74.012.06488	Frown	G74	2	Non-fiction	of	the street life of Boston	Boston	Boston	proper	N	place	inanimate	inanimate	new	the street life	life	inanimate	OTH	N	N	-3.301029996	1	3	74	1990
fG74.012.06500	Frown	G74	2	Non-fiction	s	a dollar's pleasures	a dollar	dollar	common	N	inanimate	inanimate	inanimate	new	pleasures	pleasures	inanimate	OTH	N	N	-3.301029996	2	1	80	1990
fG74.022.06495	Frown	G74	2	Non-fiction	s	his mother's family name	his mother	mother	common	N	animate	animate	animate	new	family name	name	inanimate	OTH	N	Y	-2.346787486	2	2	78	1990
fG74.022.06542	Frown	G74	2	Non-fiction	of	the black community of Saratoga	Saratoga	Saratoga	proper	N	place	inanimate	inanimate	new	the black community	community	inanimate	OTH	N	N	-3.301029996	1	3	68	1990
fG74.032.06522	Frown	G74	2	Non-fiction	of	either side of the railroad tracks	the railroad tracks	tracks	common	Y	inanimate	inanimate	inanimate	given	either side	side	inanimate	PART	Y	Y	-2.522878745	3	2	68	1990
fG74.033.06499	Frown	G74	2	Non-fiction	of	the simplicity of daily life	daily life	life	common	N	inanimate	inanimate	inanimate	new	the simplicity	simplicity	inanimate	OTH	N	Y	-2.823908741	2	2	82	1990
fG74.042.06543	Frown	G74	2	Non-fiction	of	either side of the principal's office	the principal's office	office	common	Y	place	inanimate	inanimate	new	either side	side	inanimate	PART	Y	Y	-3.301029996	3	2	75	1990
fG74.042.06543	Frown	G74	2	Non-fiction	s	the principal's office	the principal	principal	common	N	animate	animate	animate	new	office	office	inanimate	OTH	N	N	-3.301029996	2	1	75	1990
fG74.042.06574	Frown	G74	2	Non-fiction	of	south of Virginia	Virginia	Virginia	proper	N	place	inanimate	inanimate	new	south	south	inanimate	OTH	N	Y	-2.698970004	1	1	78	1990
fG74.052.06484	Frown	G74	2	Non-fiction	s	Malcolm's mother	Malcolm	Malcolm	proper	N	animate	animate	animate	given	mother	mother	animate	KIN	Y	N	-2.397940009	1	1	73	1990
fG74.052.06486	Frown	G74	2	Non-fiction	of	the top of his otherwise white class	his otherwise white class	class	common	Y	collective	collective	inanimate	new	the top	top	inanimate	PART	Y	Y	-3	4	2	74	1990
fG74.052.06553	Frown	G74	2	Non-fiction	of	the company of my cousins	my cousins	cousins	common	Y	animate	animate	animate	new	the company	company	inanimate	OTH	N	Y	-3.301029996	2	2	70	1990
fG74.062.06479	Frown	G74	2	Non-fiction	of	the economic hardships of the Depression	the Depression	Depression	proper	N	inanimate	inanimate	inanimate	new	the economic hardships	hardships	inanimate	OTH	N	N	-3	2	3	82	1990
fG74.062.06548	Frown	G74	2	Non-fiction	s	a white man's farm	a white man	man	common	N	animate	animate	animate	new	farm	farm	inanimate	OWN	Y	N	-2.602059991	3	1	73	1990
fG74.082.06510	Frown	G74	2	Non-fiction	s	Mr. Nichols' general store	Mr. Nichols	Nichols	proper	Y	animate	animate	animate	new	general store	store	inanimate	OWN	Y	Y	-3.301029996	2	2	65	1990
fG74.082.06521	Frown	G74	2	Non-fiction	s	my grandmother's house	my grandmother	grandmother	common	N	animate	animate	animate	new	house	house	inanimate	OWN	Y	Y	-2.455931956	2	1	65	1990
fG74.092.06491	Frown	G74	2	Non-fiction	of	the economic pinch of the Great Depression	the Great Depression	Depression	proper	N	inanimate	inanimate	inanimate	new	the economic pinch	pinch	inanimate	OTH	N	N	-3	3	3	78	1990
fG74.112.06554	Frown	G74	2	Non-fiction	s	a summer's sky	a summer	summer	common	N	time	inanimate	inanimate	new	sky	sky	inanimate	OTH	N	N	-2.823908741	2	1	69	1990
fG74.122.06493	Frown	G74	2	Non-fiction	of	the backyards of small clapboard houses	small clapboard houses	houses	common	Y	inanimate	inanimate	inanimate	new	the backyards	backyards	inanimate	PART	Y	N	-3	3	2	77	1990
fG74.122.06493	Frown	G74	2	Non-fiction	of	the shade of fruit-bearing trees	fruit-bearing trees	trees	common	Y	inanimate	inanimate	inanimate	new	the shade	shade	inanimate	PART	Y	N	-2.823908741	2	2	77	1990
fJ18.002.03010	Frown	J18	2	Learned	of	the main subject of this book	this book	book	common	N	inanimate	inanimate	inanimate	new	the main subject	subject	inanimate	OTH	N	N	-3.301029996	2	3	65	1990
fJ18.002.03023	Frown	J18	2	Learned	of	Quantum mechanical models of this single particle	this single particle	particle	common	N	inanimate	inanimate	inanimate	given	Quantum mechanical models	models	inanimate	OTH	N	N	-2.522878745	3	3	71	1990
fJ18.002.03077	Frown	J18	2	Learned	of	the descriptions of the system	the system	systems	common	N	inanimate	inanimate	inanimate	new	the descriptions	descriptions	inanimate	OTH	N	N	-3.301029996	2	2	67.34693878	1990
fJ18.012.03068	Frown	J18	2	Learned	of	the state of the system	the system	system	common	N	inanimate	inanimate	inanimate	given	the state	state	inanimate	OTH	N	N	-2.045757491	2	2	59.15492958	1990
fJ18.012.03071	Frown	J18	2	Learned	of	the state of the system	the system	system	common	N	inanimate	inanimate	inanimate	given	the state	state	inanimate	OTH	N	N	-2.045757491	2	2	68	1990
fJ18.012.03125	Frown	J18	2	Learned	of	the fundamental ingredient of our model	our model	model	common	N	inanimate	inanimate	inanimate	new	the fundamental ingredient	ingredient	inanimate	PART	Y	N	-2.602059991	2	3	55	1990
fJ18.022.03112	Frown	J18	2	Learned	of	the fundamental ingredient of our model	our model	model	common	N	inanimate	inanimate	inanimate	new	the fundamental ingredient	ingredient	inanimate	PART	Y	N	-2.602059991	2	3	78.43137255	1990
fJ18.032.03025	Frown	J18	2	Learned	s	Mackey's axioms	Mackey	Mackey	proper	N	animate	animate	animate	new	axioms	axioms	inanimate	OTH	N	N	-3	1	1	70	1990
fJ18.053.03022	Frown	J18	2	Learned	of	the velocity of the particle between	the particle between	particle	common	N	inanimate	inanimate	inanimate	given	the velocity	velocity	inanimate	OTH	N	N	-2.522878745	3	2	72	1990
fJ18.072.03018	Frown	J18	2	Learned	of	the states of this system	this system	system	common	N	inanimate	inanimate	inanimate	given	the states	states	inanimate	PART	Y	N	-2.045757491	2	2	65	1990
fJ18.092.03036	Frown	J18	2	Learned	of	the result of such an observation	such an observation	observation	common	N	inanimate	inanimate	inanimate	given	the result	result	inanimate	OTH	N	N	-2.455931956	3	2	59	1990
fJ18.112.03027	Frown	J18	2	Learned	of	the states of this system	this system	system	common	N	inanimate	inanimate	inanimate	given	the states	states	inanimate	PART	Y	Y	-2.045757491	2	2	64	1990
fJ22.002.03612	Frown	J22	2	Learned	of	the member states of the EC	the EC	EC	proper	N	collective	collective	inanimate	new	the member state	states	inanimate	PART	Y	Y	-1.853871964	2	3	79	1990
fJ22.002.03632	Frown	J22	2	Learned	of	the right of the EC	the EC	EC	proper	N	collective	collective	inanimate	given	the right	right	inanimate	OTH	N	N	-1.853871964	2	2	64	1990
fJ22.002.03650	Frown	J22	2	Learned	of	the organization of the Commission	the Commission	Commission	common	N	collective	collective	inanimate	new	the organization	organization	inanimate	OTH	N	N	-2.397940009	2	2	69	1990
fJ22.002.03662	Frown	J22	2	Learned	of	The scope and ambition of the EC policy	the EC policy	policy	proper	N	inanimate	inanimate	inanimate	given	The scope and ambition	scope	inanimate	OTH	N	N	-2.522878745	3	4	71	1990
fJ22.002.03675	Frown	J22	2	Learned	of	the annex of the document	the document	document	common	N	inanimate	inanimate	inanimate	given	the annex	annex	inanimate	OTH	N	N	-2.397940009	2	2	66	1990
fJ22.012.03636	Frown	J22	2	Learned	of	the social concerns of the day	the day	day	common	N	time	inanimate	inanimate	new	the social concerns	concerns	inanimate	OTH	N	N	-3.301029996	2	3	68	1990
fJ22.012.03697	Frown	J22	2	Learned	of	the influence of research conducted in the Commission	research conducted in the Commission	research	common	N	inanimate	inanimate	inanimate	new	the influence	influence	inanimate	OTH	N	N	-3	5	2	68	1990
fJ22.012.03705	Frown	J22	2	Learned	of	focal points of controversy	controversy	controversy	common	N	inanimate	inanimate	inanimate	new	focal points	points	inanimate	OTH	N	N	-3.301029996	1	2	71	1990
fJ22.022.03615	Frown	J22	2	Learned	of	the definition of discrimination	discrimination	discrimination	common	N	inanimate	inanimate	inanimate	new	the definition	definition	inanimate	OTH	N	N	-2.346787486	1	2	76	1990
fJ22.022.03615	Frown	J22	2	Learned	of	the quality of enforcement	enforcement	enforcement	common	N	inanimate	inanimate	inanimate	new	the quality	quality	inanimate	OTH	N	N	-3.301029996	1	2	76	1990
fJ22.022.03671	Frown	J22	2	Learned	s	the Community's longstanding commitment	the Community	Community	common	N	collective	collective	inanimate	new	longstanding commitment	commitment	inanimate	OTH	N	N	-3.301029996	2	2	65	1990
fJ22.022.03671	Frown	J22	2	Learned	of	the opening sentence of the document	the document	document	common	N	inanimate	inanimate	inanimate	new	the opening sentence	sentence	inanimate	PART	Y	Y	-2.397940009	2	3	65	1990
fJ22.022.03671	Frown	J22	2	Learned	of	the situation of women	women	women	common	N	animate	animate	animate	given	the situation	situation	inanimate	OTH	N	N	-1.602059991	1	2	65	1990
fJ22.022.03677	Frown	J22	2	Learned	of	the role of the EC	the EC	EC	proper	N	collective	collective	inanimate	new	the role	role	inanimate	OTH	N	N	-1.853871964	2	2	68	1990
fJ22.022.03692	Frown	J22	2	Learned	of	the agenda of the Commission	the Commission	Commission	common	N	collective	collective	inanimate	given	the agenda	agenda	inanimate	OTH	N	N	-2.397940009	2	2	74	1990
fJ22.032.03637	Frown	J22	2	Learned	of	the political agendas of the countries of Western Europe	the countries of Western Europe	countries	common	N	place	inanimate	inanimate	new	the political agendas	agendas	inanimate	OTH	N	Y	-2.455931956	5	3	69	1990
fJ22.032.03637	Frown	J22	2	Learned	of	the agenda of the EC	the EC	EC	proper	N	collective	collective	inanimate	given	the agenda	agenda	inanimate	OTH	N	N	-1.853871964	2	2	69	1990
fJ22.032.03637	Frown	J22	2	Learned	of	the countries of Western Europe	Western Europe	Europe	proper	N	place	inanimate	inanimate	new	the countries	countries	inanimate	PART	Y	N	-2.522878745	2	2	69	1990
fJ22.032.03637	Frown	J22	2	Learned	s	worker's rights	worker	worker	common	N	animate	animate	animate	new	rights	rights	inanimate	OTH	N	N	-3.301029996	1	1	69	1990
fJ22.033.03640	Frown	J22	2	Learned	of	the meaning of Article 119	Article 119	Article 119	proper	N	inanimate	inanimate	inanimate	new	the meaning	meaning	inanimate	OTH	N	N	-3.301029996	2	2	67	1990
fJ22.042.03699	Frown	J22	2	Learned	of	the writers of the document	the document	document	common	N	inanimate	inanimate	inanimate	new	the writers	writers	animate	OTH	N	N	-2.397940009	2	2	64	1990
fJ22.042.03699	Frown	J22	2	Learned	of	the efficacy of laws	laws	laws	common	Y	inanimate	inanimate	inanimate	new	the efficacy	efficacy	inanimate	OTH	N	N	-2.602059991	1	2	64	1990
fJ22.043.03604	Frown	J22	2	Learned	s	women's employment	women	women	common	N	animate	animate	animate	given	employment	employment	inanimate	OTH	N	N	-1.602059991	1	1	76	1990
fJ22.052.03606	Frown	J22	2	Learned	s	men's pay	women	Women	common	N	animate	animate	animate	given	pay	pay	inanimate	OTH	N	Y	-2.455931956	1	1	65	1990
fJ22.052.03643	Frown	J22	2	Learned	of	the meaning of each directive	each directive	directive	common	N	inanimate	inanimate	inanimate	new	the meaning	meaning	inanimate	OTH	N	N	-2.698970004	2	2	73	1990
fJ22.052.03698	Frown	J22	2	Learned	of	the psychological dimension of discrimination	discrimination	discrimination	common	N	inanimate	inanimate	inanimate	new	the psychological dimension	dimension	inanimate	OTH	N	N	-2.346787486	1	3	67	1990
fJ22.072.03642	Frown	J22	2	Learned	of	the Equal Pay Directive of 1975	1975	1975	common	N	time	inanimate	inanimate	new	the Equal Pay Directive	Equal Pay Directive	inanimate	OTH	N	N	-3.301029996	1	4	71	1990
fJ22.072.03642	Frown	J22	2	Learned	of	the Equal Treatment Directive of 1976	1976	1976	common	N	time	inanimate	inanimate	new	the Equal Treatment Directive	Equal Pay Directive	inanimate	OTH	N	N	-3.301029996	1	4	71	1990
fJ22.072.03642	Frown	J22	2	Learned	of	the Social Security Directive of 1978	1978	1978	common	N	time	inanimate	inanimate	new	the Social Security Directive	Social Security Directive	inanimate	OTH	N	N	-3.301029996	1	4	71	1990
fJ22.072.03654	Frown	J22	2	Learned	of	the direction of the commissioner	the commissioner	commissioner	common	N	animate	animate	animate	new	the direction	direction	inanimate	OTH	N	N	-2.823908741	2	2	65	1990
fJ22.092.03644	Frown	J22	2	Learned	of	the definition of equal pay in the EC	equal pay in the EC	pay	common	N	inanimate	inanimate	inanimate	given	the definition	definition	inanimate	OTH	N	N	-2.455931956	5	2	74	1990
fJ22.112.03638	Frown	J22	2	Learned	of	The Social Action Program of 1974	1974	1974	common	N	time	inanimate	inanimate	new	The Social Action Program	Social Action Program	inanimate	OTH	N	N	-3	1	4	69	1990
fJ23.002.03720	Frown	J23	2	Learned	of	the motivations of the actors	the actors	actors	common	Y	animate	animate	animate	given	the motivations	motivations	inanimate	OTH	N	N	-2.096910013	2	2	75	1990
fJ23.002.03764	Frown	J23	2	Learned	of	the intentional design of formal institutions	formal institutions	institutions	common	Y	collective	collective	inanimate	new	the intentional design	design	inanimate	OTH	N	N	-2.346787486	2	3	64	1990
fJ23.002.03775	Frown	J23	2	Learned	of	the survival of various institutional forms	various institutional forms	forms	common	Y	inanimate	inanimate	inanimate	new	the survival	survival	inanimate	OTH	N	N	-2.602059991	3	2	75	1990
